country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","24-09-2024 10:00:00",26.10887,91.589544,OZONE,3,35,13
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","24-09-2024 10:00:00",26.349082,92.68449,OZONE,2,14,9
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","24-09-2024 10:00:00",26.1209,85.3647,OZONE,38,60,38
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","24-09-2024 10:00:00",25.586562,85.043586,OZONE,16,17,17
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","24-09-2024 10:00:00",27.308328,84.531742,OZONE,1,18,5
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","24-09-2024 10:00:00",21.224231,81.408350,OZONE,2,46,14
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","24-09-2024 10:00:00",22.118125,83.140608,OZONE,8,54,16
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","24-09-2024 10:00:00",22.126650,83.483212,OZONE,4,12,6
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","24-09-2024 10:00:00",14.675886,77.593027,OZONE,6,40,12
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","24-09-2024 10:00:00",21.194815,81.314770,OZONE,7,41,17
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","24-09-2024 10:00:00",25.697189,85.245900,OZONE,8,59,22
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","24-09-2024 10:00:00",27.103358,93.679645,OZONE,3,3,3
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","24-09-2024 10:00:00",21.371751,81.664929,OZONE,3,17,3
India,Delhi,Delhi,"Alipur, Delhi - DPCC","24-09-2024 10:00:00",28.815329,77.153010,OZONE,2,86,10
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","24-09-2024 10:00:00",28.6514781,77.1473105,OZONE,13,170,24
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","24-09-2024 10:00:00",28.710508,77.249485,OZONE,16,96,32
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","24-09-2024 10:00:00",23.002657,72.591912,OZONE,10,47,11
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","24-09-2024 10:00:00",23.020509,72.579261,OZONE,7,45,13
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","24-09-2024 10:00:00",23.076793,72.627874,OZONE,14,42,18
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","24-09-2024 10:00:00",23.043070,72.562968,OZONE,13,40,18
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","24-09-2024 10:00:00",30.379589,76.778328,OZONE,12,68,19
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","24-09-2024 10:00:00",28.567890,77.250515,OZONE,63,237,92
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","24-09-2024 10:00:00",23.163798,72.677768,OZONE,5,25,8
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","24-09-2024 10:00:00",28.732820,77.170633,OZONE,5,65,20
India,Delhi,Delhi,"DTU, Delhi - CPCB","24-09-2024 10:00:00",28.7500499,77.1112615,OZONE,2,72,5
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","24-09-2024 10:00:00",13.328028,75.797056,OZONE,13,49,14
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","24-09-2024 10:00:00",30.7057778,76.8531805555555,OZONE,37,56,41
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","24-09-2024 10:00:00",29.432304,76.972765,OZONE,30,30,30
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","24-09-2024 10:00:00",13.0246342,77.5080115,OZONE,32,32,32
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","24-09-2024 10:00:00",12.917348,77.622813,OZONE,13,16,15
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","24-09-2024 10:00:00",30.1480566,77.2893471,OZONE,8,34,8
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","24-09-2024 10:00:00",28.39072,77.30059,OZONE,9,64,13
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","24-09-2024 10:00:00",13.008556,76.125258,OZONE,11,32,21
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","24-09-2024 10:00:00",15.888653,74.541751,OZONE,20,21,20
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","24-09-2024 10:00:00",28.4227,77.0667,OZONE,NA,NA,NA
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","24-09-2024 10:00:00",17.930306,77.482194,OZONE,5,18,7
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","24-09-2024 10:00:00",26.259242,78.216432,OZONE,12,124,29
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","24-09-2024 10:00:00",15.347630,76.181767,OZONE,4,21,7
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","24-09-2024 10:00:00",23.264759,77.381568,OZONE,8,60,20
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","24-09-2024 10:00:00",13.940000,75.555917,OZONE,10,61,21
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","24-09-2024 10:00:00",23.168606,79.932247,OZONE,1,32,6
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","24-09-2024 10:00:00",14.816666,74.141003,OZONE,21,22,22
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","24-09-2024 10:00:00",8.8787,76.6073,OZONE,29,34,30
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","24-09-2024 10:00:00",22.6780,75.8559,OZONE,4,33,4
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","24-09-2024 10:00:00",26.203442,78.193251,OZONE,19,25,22
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","24-09-2024 10:00:00",19.083694,72.920967,OZONE,6,45,14
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","24-09-2024 10:00:00",19.137500,72.915056,OZONE,4,6,5
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","24-09-2024 10:00:00",19.060498,72.923356,OZONE,16,43,23
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","24-09-2024 10:00:00",23.331731,75.045981,SO2,32,33,33
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","24-09-2024 10:00:00",23.8640158,78.80289321,CO,34,36,35
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","24-09-2024 10:00:00",18.9767,72.8380,OZONE,7,47,13
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","24-09-2024 10:00:00",19.0364585,72.8954371,OZONE,8,45,20
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","24-09-2024 10:00:00",19.10078,72.87462,OZONE,7,8,7
India,Maharashtra,"Navi Mumbai","Sector-19A Nerul, Navi Mumbai - IITM","24-09-2024 10:00:00",19.044,73.0325,OZONE,1,17,6
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","24-09-2024 10:00:00",19.02579,73.10297,OZONE,NA,NA,NA
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","24-09-2024 10:00:00",24.108970,82.645580,OZONE,47,82,50
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","24-09-2024 10:00:00",18.616318,73.765797,OZONE,5,23,9
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","24-09-2024 10:00:00",24.8207389,93.9423085,OZONE,NA,NA,NA
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","24-09-2024 10:00:00",19.1750,72.9419,OZONE,7,8,7
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","24-09-2024 10:00:00",26.295810,73.082283,OZONE,9,82,30
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","24-09-2024 10:00:00",26.358805,73.047444,OZONE,33,61,41
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","24-09-2024 10:00:00",31.321907,75.578914,OZONE,22,57,24
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","24-09-2024 10:00:00","30.736056 ",76.209694,OZONE,22,45,27
India,Punjab,"Mandi Gobindgarh","RIMT University, Mandi Gobindgarh - PPCB","24-09-2024 10:00:00",30.649961,76.331442,OZONE,47,57,49
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","24-09-2024 10:00:00",20.94185,86.11510,OZONE,8,65,21
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","24-09-2024 10:00:00",26.902909,75.836858,OZONE,18,113,36
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB","24-09-2024 10:00:00",28.296139,74.961696,OZONE,25,115,38
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB","24-09-2024 10:00:00",26.470859,74.646594,OZONE,12,26,15
India,Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB","24-09-2024 10:00:00",22.220833,84.809444,OZONE,8,19,10
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","24-09-2024 10:00:00",24.588397,76.172782,OZONE,8,103,16
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB","24-09-2024 10:00:00",8.728442,77.6962,OZONE,6,7,6
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","24-09-2024 10:00:00",26.253384,72.976571,OZONE,29,67,39
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","24-09-2024 10:00:00",25.164090,75.858137,OZONE,20,59,27
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","24-09-2024 10:00:00",25.196024,75.855668,OZONE,1,70,18
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","24-09-2024 10:00:00",13.4127,80.1081,SO2,2,97,31
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","24-09-2024 10:00:00",13.0664,"80.2112 ",SO2,5,12,8
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","24-09-2024 10:00:00",17.470431,78.566959,OZONE,39,109,57
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","24-09-2024 10:00:00",17.5316895,78.218939,OZONE,9,29,14
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","24-09-2024 10:00:00",17.393559,78.339194,OZONE,5,25,6
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","24-09-2024 10:00:00",17.429398,78.569354,OZONE,15,37,16
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","24-09-2024 10:00:00",29.931624,73.864511,OZONE,39,131,54
India,TamilNadu,Chengalpattu,"Crescent University, Chengalpattu - TNPCB","24-09-2024 10:00:00",12.8777316,80.0834807,OZONE,6,6,6
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","24-09-2024 10:00:00",12.9533,80.2357,OZONE,1,16,14
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","24-09-2024 10:00:00",28.6603346,77.3572563,OZONE,21,336,336
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","24-09-2024 10:00:00",26.4703136,80.3229863,OZONE,7,118,14
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","24-09-2024 10:00:00",17.417094,78.457437,OZONE,37,64,40
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","24-09-2024 10:00:00",27.19862,77.92066,OZONE,12,304,175
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","24-09-2024 10:00:00",28.359581,79.414455,OZONE,NA,NA,NA
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","24-09-2024 10:00:00",27.19412,77.96237,OZONE,18,22,19
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","24-09-2024 10:00:00",25.4547,78.6039,OZONE,4,27,9
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","24-09-2024 10:00:00",26.428282,80.327067,OZONE,10,25,13
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","24-09-2024 10:00:00",27.1594,78.3953,OZONE,11,224,12
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","24-09-2024 10:00:00",26.8458805,80.9365541,OZONE,13,39,22
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","24-09-2024 10:00:00",28.646233,77.358075,OZONE,10,41,20
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB","24-09-2024 10:00:00",28.83526,78.74460,OZONE,8,21,9
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","24-09-2024 10:00:00",28.5447608,77.3231257,OZONE,2,25,7
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","24-09-2024 10:00:00",25.32393,82.99687,OZONE,1,9,2
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","24-09-2024 10:00:00",29.2124114,78.9611753,OZONE,1,27,1
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","24-09-2024 10:00:00",23.6181830,87.1057180,OZONE,5,83,19
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB","24-09-2024 10:00:00",23.5404352,87.2892225,OZONE,4,56,8
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","24-09-2024 10:00:00",22.06047,88.109737,OZONE,20,54,26
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","24-09-2024 10:00:00",22.554954,88.292568,OZONE,2,77,10
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","24-09-2024 10:00:00",22.58157048,88.41002457,OZONE,24,59,28
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB","24-09-2024 10:00:00",22.556640,88.342674,OZONE,19,30,25
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","24-09-2024 10:00:00",22.51106,88.35142,OZONE,8,33,12
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","24-09-2024 10:00:00",26.6879226,88.4152495,OZONE,12,18,13
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","24-09-2024 10:00:00",26.187500,91.744194,CO,8,42,28
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","24-09-2024 10:00:00",25.5626095,84.663264,OZONE,10,196,50
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","24-09-2024 10:00:00",26.80365,84.51954,OZONE,22,30,24
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","24-09-2024 10:00:00",25.610369,85.132568,OZONE,16,113,50
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","24-09-2024 10:00:00",24.7955,84.9994,OZONE,20,21,20
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","24-09-2024 10:00:00",13.204880,79.097889,CO,24,33,29
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","24-09-2024 10:00:00",16.9872867,81.7363176,OZONE,7,15,12
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","24-09-2024 10:00:00",26.071318,91.87488,OZONE,16,200,43
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","24-09-2024 10:00:00",25.204762,85.514960,OZONE,15,52,34
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","24-09-2024 10:00:00",30.719859,76.738637,OZONE,3,70,9
India,Delhi,Delhi,"Bawana, Delhi - DPCC","24-09-2024 10:00:00",28.776200,77.051074,OZONE,12,59,19
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","24-09-2024 10:00:00",28.57834,77.18400,CO,36,107,73
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","24-09-2024 10:00:00",28.588333,77.221667,SO2,37,83,63
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","24-09-2024 10:00:00",21.258815,81.578979,OZONE,1,46,2
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","24-09-2024 10:00:00",28.6811736,77.3025234,OZONE,12,30,12
India,Delhi,Delhi,"ITO, Delhi - CPCB","24-09-2024 10:00:00",28.628624,77.241060,OZONE,1,95,4
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","24-09-2024 10:00:00",28.623763,77.287209,OZONE,12,95,28
India,Delhi,Delhi,"Pusa, Delhi - DPCC","24-09-2024 10:00:00",28.639652,77.146275,OZONE,1,11,4
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","24-09-2024 10:00:00",23.221714,72.654328,CO,17,31,19
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","24-09-2024 10:00:00",23.107969,72.574648,OZONE,7,47,16
India,Delhi,Delhi,"Mundka, Delhi - DPCC","24-09-2024 10:00:00",28.684678,77.076574,OZONE,5,26,5
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","24-09-2024 10:00:00",15.411456,75.638133,OZONE,12,31,13
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","24-09-2024 10:00:00",15.3714823,75.1160168,OZONE,13,44,16
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","24-09-2024 10:00:00",12.990328,77.5431385,CO,12,28,20
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","24-09-2024 10:00:00",23.81748678,79.446246,CO,24,26,24
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","24-09-2024 10:00:00",22.9682591,76.064118,OZONE,12,119,119
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","24-09-2024 10:00:00",28.4501238,77.0263051,OZONE,7,69,14
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","24-09-2024 10:00:00",29.140560,75.744941,OZONE,12,30,12
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","24-09-2024 10:00:00",17.321993,76.822628,OZONE,7,9,9
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","24-09-2024 10:00:00",13.377516,77.099072,OZONE,5,7,6
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","24-09-2024 10:00:00",13.003872,77.664217,OZONE,12,38,12
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB","24-09-2024 10:00:00",16.208139,77.348417,OZONE,5,33,19
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","24-09-2024 10:00:00",15.459706,75.008381,OZONE,16,33,16
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","24-09-2024 10:00:00",19.2243333,72.8658113,OZONE,2,3,2
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","24-09-2024 10:00:00",19.786089,72.757971,OZONE,8,55,17
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","24-09-2024 10:00:00",19.9775302,79.2337086,OZONE,NA,NA,NA
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","24-09-2024 10:00:00",23.50016,80.23284,OZONE,12,57,19
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","24-09-2024 10:00:00",24.2613009,80.7231783,CO,44,54,49
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","24-09-2024 10:00:00",19.19709,72.82204,OZONE,10,43,17
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","24-09-2024 10:00:00",16.7143745,74.2426398,OZONE,7,57,21
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","24-09-2024 10:00:00",23.838586,78.759431,OZONE,9,70,30
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","24-09-2024 10:00:00",19.0243902,73.0406721,OZONE,14,55,28
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","24-09-2024 10:00:00",19.309073,73.057223,OZONE,8,10,9
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","24-09-2024 10:00:00",19.854616,75.905894,OZONE,6,20,7
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","24-09-2024 10:00:00",19.065931,72.862131,OZONE,4,57,13
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","24-09-2024 10:00:00",17.65439,75.90649,OZONE,4,45,21
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","24-09-2024 10:00:00",19.1135051,73.008978,OZONE,12,22,12
India,Maharashtra,"Navi Mumbai","Nerul, Navi Mumbai - MPCB","24-09-2024 10:00:00",19.008751,73.016620,OZONE,34,53,42
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","24-09-2024 10:00:00",19.0575752,73.0151367,OZONE,1,35,7
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","24-09-2024 10:00:00",18.63673,73.82487,OZONE,2,45,16
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","24-09-2024 10:00:00",21.14472,79.107595,OZONE,8,32,11
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","24-09-2024 10:00:00",21.152875,79.0517531,OZONE,7,40,9
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","24-09-2024 10:00:00",23.7176342,92.7192841,OZONE,5,49,11
India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB","24-09-2024 10:00:00",25.6635413,94.0989878,OZONE,7,24,9
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","24-09-2024 10:00:00",19.950220,73.731480,OZONE,24,57,37
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","24-09-2024 10:00:00",19.9591346,73.7788008,OZONE,10,48,18
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","24-09-2024 10:00:00",18.547056,73.826908,OZONE,2,51,12
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","24-09-2024 10:00:00",19.265594,76.761463,OZONE,7,31,12
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","24-09-2024 10:00:00",11.9309,79.8027,OZONE,30,79,40
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB","24-09-2024 10:00:00",26.9502929,75.730943,OZONE,15,67,30
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","24-09-2024 10:00:00",31.0325454,76.5623046,CO,32,57,43
